v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,22.0,9659,4735,4924,0.0,0.0,0,906.733098550513,22.0,10,20,False,"{7: 13, 0: 6, 3: 27, 6: 28}","{(0, 7): [(6, 13)], (3, 0): [(27, 13), (13, 6)], (3, 7): [(27, 13)], (6, 0): [(28, 13), (13, 6)], (6, 7): [(28, 13)]}","{(7, 13): {'cpu': 10}, (0, 6): {'cpu': 11}, (3, 27): {'cpu': 11}, (6, 28): {'cpu': 7}}","{((0, 7), (6, 13)): {'bw': 26}, ((3, 0), (27, 13)): {'bw': 25}, ((3, 0), (13, 6)): {'bw': 25}, ((3, 7), (27, 13)): {'bw': 27}, ((6, 0), (28, 13)): {'bw': 45}, ((6, 0), (13, 6)): {'bw': 45}, ((6, 7), (28, 13)): {'bw': 46}}",0.0,0.0,196.0,98.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2300.0,"{'node_level': {'cpu': -74}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {7: {'cpu': -72}, 0: {'cpu': -58}, 3: {'cpu': -44}, 6: {'cpu': -83}, 4: {'cpu': -74}}, 'link_level': {(0, 7): {'bw': -72}, (3, 0): {'bw': -47}, (3, 7): {'bw': -25}, (6, 0): {'bw': -2}, (6, 7): {'bw': -8}, (4, 3): {'bw': 100.0}, (4, 7): {'bw': 100.0}}, 'path_level': {(0, 7): {}, (3, 0): {}, (3, 7): {}, (6, 0): {}, (6, 7): {}, (4, 3): {}, (4, 7): {}}}","{'node_level': {7: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 6: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(0, 7): {'bw': 0}, (3, 0): {'bw': 0}, (3, 7): {'bw': 0}, (6, 0): {'bw': 0}, (6, 7): {'bw': 0}, (4, 3): {'bw': 100.0}, (4, 7): {'bw': 100.0}}, 'path_level': {(0, 7): {}, (3, 0): {}, (3, 7): {}, (6, 0): {}, (6, 7): {}, (4, 3): {}, (4, 7): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,23.0,4.0,5.0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,51.0,9659,4735,4924,0.0,0.0,1,382.57393229659357,51.0,5,5,False,"{1: 13, 3: 6, 4: 27}","{(3, 1): [(6, 13)], (4, 1): [(27, 13)]}","{(1, 13): {'cpu': 7}, (3, 6): {'cpu': 17}, (4, 27): {'cpu': 4}}","{((3, 1), (6, 13)): {'bw': 11}, ((4, 1), (27, 13)): {'bw': 43}}",0.0,0.0,78.0,39.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2400.0,"{'node_level': {'cpu': -76}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {1: {'cpu': -75}, 3: {'cpu': -52}, 4: {'cpu': -51}, 0: {'cpu': -76}}, 'link_level': {(3, 1): {'bw': -87}, (4, 1): {'bw': -34}, (0, 1): {'bw': -26}, (0, 4): {'bw': 100.0}}, 'path_level': {(3, 1): {}, (4, 1): {}, (0, 1): {}, (0, 4): {}}}","{'node_level': {1: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(3, 1): {'bw': 0}, (4, 1): {'bw': 0}, (0, 1): {'bw': 0}, (0, 4): {'bw': 100.0}}, 'path_level': {(3, 1): {}, (4, 1): {}, (0, 1): {}, (0, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,24.0,3.0,2.0
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,73.0,9659,4735,4924,0.0,0.0,2,745.7559213725051,73.0,10,20,False,"{1: 13, 2: 6, 9: 27}","{(2, 1): [(6, 13)], (9, 1): [(27, 13)], (9, 2): [(27, 13), (13, 6)]}","{(1, 13): {'cpu': 19}, (2, 6): {'cpu': 17}, (9, 27): {'cpu': 6}}","{((2, 1), (6, 13)): {'bw': 50}, ((9, 1), (27, 13)): {'bw': 36}, ((9, 2), (27, 13)): {'bw': 19}, ((9, 2), (13, 6)): {'bw': 19}}",0.0,0.0,238.0,119.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2400.0,"{'node_level': {'cpu': -66}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {1: {'cpu': -63}, 2: {'cpu': -52}, 9: {'cpu': -49}, 5: {'cpu': -66}}, 'link_level': {(2, 1): {'bw': -48}, (9, 1): {'bw': -41}, (9, 2): {'bw': -22}, (5, 1): {'bw': -10}, (5, 2): {'bw': -31}, (5, 9): {'bw': 100.0}}, 'path_level': {(2, 1): {}, (9, 1): {}, (9, 2): {}, (5, 1): {}, (5, 2): {}, (5, 9): {}}}","{'node_level': {1: {'cpu': 0}, 2: {'cpu': 0}, 9: {'cpu': 0}, 5: {'cpu': 0}}, 'link_level': {(2, 1): {'bw': 0}, (9, 1): {'bw': 0}, (9, 2): {'bw': 0}, (5, 1): {'bw': 0}, (5, 2): {'bw': 0}, (5, 9): {'bw': 100.0}}, 'path_level': {(2, 1): {}, (9, 1): {}, (9, 2): {}, (5, 1): {}, (5, 2): {}, (5, 9): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,24.0,3.0,3.0
4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,101.0,9659,4735,4924,0.0,0.0,3,131.2257067570419,101.0,10,27,False,"{8: 13, 7: 6, 1: 27}","{(7, 8): [(6, 13)], (1, 7): [(27, 13), (13, 6)], (1, 8): [(27, 13)]}","{(8, 13): {'cpu': 12}, (7, 6): {'cpu': 10}, (1, 27): {'cpu': 7}}","{((7, 8), (6, 13)): {'bw': 38}, ((1, 7), (27, 13)): {'bw': 41}, ((1, 7), (13, 6)): {'bw': 41}, ((1, 8), (27, 13)): {'bw': 22}}",0.0,0.0,128.0,64.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2400.0,"{'node_level': {'cpu': -70}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {8: {'cpu': -70}, 7: {'cpu': -59}, 1: {'cpu': -48}, 3: {'cpu': -70}}, 'link_level': {(7, 8): {'bw': -60}, (1, 7): {'bw': -19}, (1, 8): {'bw': -14}, (3, 1): {'bw': 100.0}, (3, 7): {'bw': -9}, (3, 8): {'bw': 100.0}}, 'path_level': {(7, 8): {}, (1, 7): {}, (1, 8): {}, (3, 1): {}, (3, 7): {}, (3, 8): {}}}","{'node_level': {8: {'cpu': 0}, 7: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(7, 8): {'bw': 0}, (1, 7): {'bw': 0}, (1, 8): {'bw': 0}, (3, 1): {'bw': 100.0}, (3, 7): {'bw': 0}, (3, 8): {'bw': 100.0}}, 'path_level': {(7, 8): {}, (1, 7): {}, (1, 8): {}, (3, 1): {}, (3, 7): {}, (3, 8): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,24.0,3.0,3.0
5,1,1,50.0,50.0,84020.59999041908,84020.59999041908,1.0,1.0,2,4,1,134.0,9609,4709,4900,0.005491024287222812,0.004874086108854536,4,1680.4119998083818,134.0,2,1,True,"{1: 13, 0: 6}","{(0, 1): [(6, 13)]}","{(1, 13): {'cpu': 20}, (0, 6): {'cpu': 6}}","{((0, 1), (6, 13)): {'bw': 24}}",50.0,50.0,52.0,26.0,24.0,26.0,24.0,26.0,24.0,0.0,1.0,84020.59999041908,84020.59999041908,1680.4119998083818,Success,0.0,"{'node_level': {'cpu': -63}, 'link_level': {'bw': -74}, 'path_level': {}}","{'node_level': {1: {'cpu': -62}, 0: {'cpu': -63}}, 'link_level': {(0, 1): {'bw': -74}}, 'path_level': {(0, 1): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-63.0,0.0,True,True,False,0,[],0,0.0,0.0,2.0,1.0
6,1,1,50.0,50.0,84020.59999041908,84020.59999041908,1.0,1.0,2,5,1,159.0,9609,4709,4900,0.005491024287222812,0.004874086108854536,5,695.2060282383483,159.0,7,12,False,"{4: 12, 5: 5, 2: 25, 1: 2, 0: 11}","{(5, 4): [(5, 12)], (2, 4): [(25, 12)], (2, 5): [(25, 12), (12, 5)], (1, 4): [(2, 5), (5, 12)], (1, 5): [(2, 5)], (0, 4): [(11, 5), (5, 12)]}","{(4, 12): {'cpu': 7}, (5, 5): {'cpu': 10}, (2, 25): {'cpu': 12}, (1, 2): {'cpu': 6}, (0, 11): {'cpu': 3}}","{((5, 4), (5, 12)): {'bw': 35}, ((2, 4), (25, 12)): {'bw': 49}, ((2, 5), (25, 12)): {'bw': 15}, ((2, 5), (12, 5)): {'bw': 15}, ((1, 4), (2, 5)): {'bw': 14}, ((1, 4), (5, 12)): {'bw': 14}, ((1, 5), (2, 5)): {'bw': 40}, ((0, 4), (11, 5)): {'bw': 8}, ((0, 4), (5, 12)): {'bw': 8}}",0.0,0.0,114.0,57.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2200.0,"{'node_level': {'cpu': -83}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {4: {'cpu': -81}, 5: {'cpu': -61}, 2: {'cpu': -39}, 1: {'cpu': -47}, 0: {'cpu': -68}, 3: {'cpu': -83}}, 'link_level': {(5, 4): {'bw': -45}, (2, 4): {'bw': -49}, (2, 5): {'bw': -30}, (1, 4): {'bw': -16}, (1, 5): {'bw': -46}, (0, 4): {'bw': -8}, (3, 0): {'bw': 100.0}, (3, 1): {'bw': 100.0}, (3, 2): {'bw': 0}, (3, 4): {'bw': 100.0}}, 'path_level': {(5, 4): {}, (2, 4): {}, (2, 5): {}, (1, 4): {}, (1, 5): {}, (0, 4): {}, (3, 0): {}, (3, 1): {}, (3, 2): {}, (3, 4): {}}}","{'node_level': {4: {'cpu': 0}, 5: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(5, 4): {'bw': 0}, (2, 4): {'bw': 0}, (2, 5): {'bw': 0}, (1, 4): {'bw': 0}, (1, 5): {'bw': 0}, (0, 4): {'bw': 0}, (3, 0): {'bw': 100.0}, (3, 1): {'bw': 100.0}, (3, 2): {'bw': 0}, (3, 4): {'bw': 100.0}}, 'path_level': {(5, 4): {}, (2, 4): {}, (2, 5): {}, (1, 4): {}, (1, 5): {}, (0, 4): {}, (3, 0): {}, (3, 1): {}, (3, 2): {}, (3, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,22.0,5.0,6.0
7,2,2,225.0,242.0,120789.33714247667,124361.15732296226,0.9297520661157025,0.9712786511691132,7,6,1,182.0,9417,4651,4766,0.01774023231256605,0.03208773354995942,6,210.10706944032904,182.0,5,5,True,"{0: 12, 1: 5, 3: 25, 2: 26, 4: 2}","{(1, 0): [(5, 12)], (3, 0): [(25, 12)], (2, 0): [(26, 12)], (2, 1): [(26, 12), (12, 5)], (4, 1): [(2, 5)]}","{(0, 12): {'cpu': 14}, (1, 5): {'cpu': 18}, (3, 25): {'cpu': 9}, (2, 26): {'cpu': 2}, (4, 2): {'cpu': 15}}","{((1, 0), (5, 12)): {'bw': 33}, ((3, 0), (25, 12)): {'bw': 33}, ((2, 0), (26, 12)): {'bw': 24}, ((2, 1), (26, 12)): {'bw': 17}, ((2, 1), (12, 5)): {'bw': 17}, ((4, 1), (2, 5)): {'bw': 10}}",192.0,175.0,116.0,58.0,117.0,58.0,117.0,58.0,134.0,17.0,0.9114583333333334,40340.557332543176,36768.73715205758,191.50383933363324,Success,0.0,"{'node_level': {'cpu': -38}, 'link_level': {'bw': -90}, 'path_level': {}}","{'node_level': {0: {'cpu': -74}, 1: {'cpu': -53}, 3: {'cpu': -42}, 2: {'cpu': -74}, 4: {'cpu': -38}}, 'link_level': {(1, 0): {'bw': -47}, (3, 0): {'bw': -65}, (2, 0): {'bw': -62}, (2, 1): {'bw': -30}, (4, 1): {'bw': -90}}, 'path_level': {(1, 0): {}, (3, 0): {}, (2, 0): {}, (2, 1): {}, (4, 1): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}, (3, 0): {'bw': 0}, (2, 0): {'bw': 0}, (2, 1): {'bw': 0}, (4, 1): {'bw': 0}}, 'path_level': {(1, 0): {}, (3, 0): {}, (2, 0): {}, (2, 1): {}, (4, 1): {}}}",[],-38.0,0.0,True,True,False,0,[],0,0.0,0.0,5.0,5.0
8,2,2,225.0,242.0,120789.33714247667,124361.15732296226,0.9297520661157025,0.9712786511691132,7,7,1,204.0,9417,4651,4766,0.01774023231256605,0.03208773354995942,7,1483.3552248166907,204.0,7,9,False,"{5: 14, 2: 6, 4: 29, 1: 30, 3: 2, 0: 45}","{(2, 5): [(6, 14)], (4, 2): [(29, 14), (14, 6)], (4, 5): [(29, 14)], (1, 2): [(30, 14), (14, 6)], (1, 5): [(30, 14)], (3, 4): [(2, 6), (6, 14), (14, 29)], (0, 4): [(45, 29)]}","{(5, 14): {'cpu': 16}, (2, 6): {'cpu': 19}, (4, 29): {'cpu': 10}, (1, 30): {'cpu': 16}, (3, 2): {'cpu': 17}, (0, 45): {'cpu': 5}}","{((2, 5), (6, 14)): {'bw': 30}, ((4, 2), (29, 14)): {'bw': 20}, ((4, 2), (14, 6)): {'bw': 20}, ((4, 5), (29, 14)): {'bw': 23}, ((1, 2), (30, 14)): {'bw': 8}, ((1, 2), (14, 6)): {'bw': 8}, ((1, 5), (30, 14)): {'bw': 32}, ((3, 4), (2, 6)): {'bw': 18}, ((3, 4), (6, 14)): {'bw': 18}, ((3, 4), (14, 29)): {'bw': 18}, ((0, 4), (45, 29)): {'bw': 15}}",0.0,0.0,170.0,85.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2100.0,"{'node_level': {'cpu': -72}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {5: {'cpu': -54}, 2: {'cpu': -44}, 4: {'cpu': -86}, 1: {'cpu': -67}, 3: {'cpu': -21}, 0: {'cpu': -73}, 6: {'cpu': -72}}, 'link_level': {(2, 5): {'bw': -53}, (4, 2): {'bw': -33}, (4, 5): {'bw': -28}, (1, 2): {'bw': -25}, (1, 5): {'bw': -59}, (3, 4): {'bw': -7}, (0, 4): {'bw': -53}, (6, 0): {'bw': 100.0}, (6, 3): {'bw': 100.0}}, 'path_level': {(2, 5): {}, (4, 2): {}, (4, 5): {}, (1, 2): {}, (1, 5): {}, (3, 4): {}, (0, 4): {}, (6, 0): {}, (6, 3): {}}}","{'node_level': {5: {'cpu': 0}, 2: {'cpu': 0}, 4: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}, 6: {'cpu': 0}}, 'link_level': {(2, 5): {'bw': 0}, (4, 2): {'bw': 0}, (4, 5): {'bw': 0}, (1, 2): {'bw': 0}, (1, 5): {'bw': 0}, (3, 4): {'bw': 0}, (0, 4): {'bw': 0}, (6, 0): {'bw': 100.0}, (6, 3): {'bw': 100.0}}, 'path_level': {(2, 5): {}, (4, 2): {}, (4, 5): {}, (1, 2): {}, (1, 5): {}, (3, 4): {}, (0, 4): {}, (6, 0): {}, (6, 3): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,21.0,6.0,7.0
9,2,2,225.0,242.0,120789.33714247667,124361.15732296226,0.9297520661157025,0.9712786511691132,7,8,1,224.0,9417,4651,4766,0.01774023231256605,0.03208773354995942,8,602.8400954844434,224.0,9,21,False,"{7: 14, 2: 6, 1: 29, 5: 30}","{(2, 7): [(6, 14)], (1, 2): [(29, 14), (14, 6)], (1, 7): [(29, 14)], (5, 2): [(30, 14), (14, 6)], (5, 7): [(30, 14)]}","{(7, 14): {'cpu': 18}, (2, 6): {'cpu': 11}, (1, 29): {'cpu': 12}, (5, 30): {'cpu': 12}}","{((2, 7), (6, 14)): {'bw': 43}, ((1, 2), (29, 14)): {'bw': 14}, ((1, 2), (14, 6)): {'bw': 14}, ((1, 7), (29, 14)): {'bw': 36}, ((5, 2), (30, 14)): {'bw': 22}, ((5, 2), (14, 6)): {'bw': 22}, ((5, 7), (30, 14)): {'bw': 1}}",0.0,0.0,168.0,84.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2300.0,"{'node_level': {'cpu': -65}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {7: {'cpu': -52}, 2: {'cpu': -52}, 1: {'cpu': -84}, 5: {'cpu': -71}, 3: {'cpu': -65}}, 'link_level': {(2, 7): {'bw': -40}, (1, 2): {'bw': -26}, (1, 7): {'bw': -21}, (5, 2): {'bw': -4}, (5, 7): {'bw': -76}, (3, 1): {'bw': 100.0}, (3, 2): {'bw': 100.0}}, 'path_level': {(2, 7): {}, (1, 2): {}, (1, 7): {}, (5, 2): {}, (5, 7): {}, (3, 1): {}, (3, 2): {}}}","{'node_level': {7: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}, 5: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(2, 7): {'bw': 0}, (1, 2): {'bw': 0}, (1, 7): {'bw': 0}, (5, 2): {'bw': 0}, (5, 7): {'bw': 0}, (3, 1): {'bw': 100.0}, (3, 2): {'bw': 100.0}}, 'path_level': {(2, 7): {}, (1, 2): {}, (1, 7): {}, (5, 2): {}, (5, 7): {}, (3, 1): {}, (3, 2): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,23.0,4.0,5.0
9,2,2,225.0,242.0,120789.33714247667,124361.15732296226,0.9297520661157025,0.9712786511691132,7,9,0,232.2257067570419,9417,4651,4766,0.01774023231256605,0.03208773354995942,3,131.2257067570419,101.0,10,27,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
