v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links,solving_time
1,1,1,303.0,1064.0,8464.31337992964,29722.869426551602,0.28477443609022557,0.28477443609022557,7,0,1,22.0,9431,1079,8352,0.04766107678729037,0.10788293099765012,0,27.93502765653346,22.0,7,8,True,"{np.int64(0): np.int64(25), np.int64(1): np.int64(26), np.int64(2): np.int64(23), np.int64(3): np.int64(18), np.int64(4): np.int64(17), np.int64(5): np.int64(22), np.int64(6): np.int64(30)}","{(0, 3): [(np.int64(25), 9), (9, 4), (4, 10), (10, np.int64(18))], (0, 4): [(np.int64(25), 9), (9, 17)], (0, 6): [(np.int64(25), 9), (9, 4), (4, 1), (1, 0), (0, 2), (2, 6), (6, 14), (14, np.int64(30))], (1, 3): [(np.int64(26), 10), (10, 18)], (1, 4): [(np.int64(26), 10), (10, 4), (4, 9), (9, np.int64(17))], (2, 4): [(np.int64(23), 7), (7, 3), (3, 1), (1, 4), (4, 9), (9, np.int64(17))], (3, 4): [(np.int64(18), 10), (10, 4), (4, 9), (9, np.int64(17))], (5, 6): [(np.int64(22), 14), (14, 30)]}","{(np.int64(0), np.int64(25)): {'cpu': 17}, (np.int64(1), np.int64(26)): {'cpu': 3}, (np.int64(2), np.int64(23)): {'cpu': 3}, (np.int64(3), np.int64(18)): {'cpu': 1}, (np.int64(4), np.int64(17)): {'cpu': 19}, (np.int64(5), np.int64(22)): {'cpu': 4}, (np.int64(6), np.int64(30)): {'cpu': 7}}","{((0, 3), (np.int64(25), 9)): {'bw': 42}, ((0, 3), (9, 4)): {'bw': 42}, ((0, 3), (4, 10)): {'bw': 42}, ((0, 3), (10, np.int64(18))): {'bw': 42}, ((0, 4), (np.int64(25), 9)): {'bw': 10}, ((0, 4), (9, 17)): {'bw': 10}, ((0, 6), (np.int64(25), 9)): {'bw': 29}, ((0, 6), (9, 4)): {'bw': 29}, ((0, 6), (4, 1)): {'bw': 29}, ((0, 6), (1, 0)): {'bw': 29}, ((0, 6), (0, 2)): {'bw': 29}, ((0, 6), (2, 6)): {'bw': 29}, ((0, 6), (6, 14)): {'bw': 29}, ((0, 6), (14, np.int64(30))): {'bw': 29}, ((1, 3), (np.int64(26), 10)): {'bw': 49}, ((1, 3), (10, 18)): {'bw': 49}, ((1, 4), (np.int64(26), 10)): {'bw': 29}, ((1, 4), (10, 4)): {'bw': 29}, ((1, 4), (4, 9)): {'bw': 29}, ((1, 4), (9, np.int64(17))): {'bw': 29}, ((2, 4), (np.int64(23), 7)): {'bw': 24}, ((2, 4), (7, 3)): {'bw': 24}, ((2, 4), (3, 1)): {'bw': 24}, ((2, 4), (1, 4)): {'bw': 24}, ((2, 4), (4, 9)): {'bw': 24}, ((2, 4), (9, np.int64(17))): {'bw': 24}, ((3, 4), (np.int64(18), 10)): {'bw': 50}, ((3, 4), (10, 4)): {'bw': 50}, ((3, 4), (4, 9)): {'bw': 50}, ((3, 4), (9, np.int64(17))): {'bw': 50}, ((5, 6), (np.int64(22), 14)): {'bw': 16}, ((5, 6), (14, 30)): {'bw': 16}}",1064.0,303.0,1026.0,54.0,249,54.0,249,54.0,1010,761,0.28477443609022557,29722.869426551602,8464.31337992964,7.955181748054172,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -46}, np.int64(1): {'cpu': -55}, np.int64(2): {'cpu': -84}, np.int64(3): {'cpu': -88}, np.int64(4): {'cpu': -69}, np.int64(5): {'cpu': -63}, np.int64(6): {'cpu': -48}}, 'link_level': {(0, 3): {'bw': -272}, (0, 4): {'bw': -311}, (0, 6): {'bw': -180}, (1, 3): {'bw': -223}, (1, 4): {'bw': -247}, (2, 4): {'bw': -205}, (3, 4): {'bw': -173}, (5, 6): {'bw': -193}}, 'path_level': {(0, 3): {}, (0, 4): {}, (0, 6): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}, (5, 6): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}, np.int64(5): {'cpu': 0}, np.int64(6): {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (0, 4): {'bw': 0}, (0, 6): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(0, 3): {}, (0, 4): {}, (0, 6): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}, (5, 6): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,7,8,4.570312261581421
2,2,2,341.0,1102.0,12703.958321368384,33962.51436799035,0.30943738656987296,0.37405823914326725,8,1,1,49.0,9393,1075,8318,0.051191526919682206,0.11151463362529379,1,111.56960372207224,49.0,2,1,True,"{np.int64(0): np.int64(14), np.int64(1): np.int64(22)}","{(0, 1): [(np.int64(14), 22)]}","{(np.int64(0), np.int64(14)): {'cpu': 0}, (np.int64(1), np.int64(22)): {'cpu': 4}}","{((0, 1), (np.int64(14), 22)): {'bw': 34}}",38.0,38.0,88.0,4.0,34,4.0,34,4.0,34,0,1.0,4239.644941438745,4239.644941438745,111.56960372207224,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': -59}}, 'link_level': {(0, 1): {'bw': -283}}, 'path_level': {(0, 1): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,2,1,1.6698400974273682
2,2,1,341.0,1102.0,12703.958321368384,33962.51436799035,0.30943738656987296,0.37405823914326725,8,2,0,49.935027656533464,10457,1129,9328,0.003530450132391838,0.0036317026276436737,0,27.93502765653346,22.0,7,8,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0
3,3,2,542.0,1743.0,14582.853133758059,39954.41274979026,0.31095811818703384,0.3649872975253431,8,3,1,68.0,9816,1092,8724,0.036187113857016784,0.06814783165990168,2,9.347735385023263,68.0,5,6,True,"{np.int64(0): np.int64(17), np.int64(1): np.int64(26), np.int64(2): np.int64(23), np.int64(3): np.int64(18), np.int64(4): np.int64(25)}","{(0, 1): [(np.int64(17), 9), (9, 4), (4, 10), (10, np.int64(26))], (0, 3): [(np.int64(17), 9), (9, 4), (4, 10), (10, np.int64(18))], (1, 3): [(np.int64(26), 10), (10, 18)], (1, 4): [(np.int64(26), 10), (10, 4), (4, 9), (9, np.int64(25))], (2, 4): [(np.int64(23), 7), (7, 3), (3, 1), (1, 4), (4, 9), (9, np.int64(25))], (3, 4): [(np.int64(18), 10), (10, 4), (4, 9), (9, np.int64(25))]}","{(np.int64(0), np.int64(17)): {'cpu': 13}, (np.int64(1), np.int64(26)): {'cpu': 1}, (np.int64(2), np.int64(23)): {'cpu': 2}, (np.int64(3), np.int64(18)): {'cpu': 2}, (np.int64(4), np.int64(25)): {'cpu': 19}}","{((0, 1), (np.int64(17), 9)): {'bw': 12}, ((0, 1), (9, 4)): {'bw': 12}, ((0, 1), (4, 10)): {'bw': 12}, ((0, 1), (10, np.int64(26))): {'bw': 12}, ((0, 3), (np.int64(17), 9)): {'bw': 30}, ((0, 3), (9, 4)): {'bw': 30}, ((0, 3), (4, 10)): {'bw': 30}, ((0, 3), (10, np.int64(18))): {'bw': 30}, ((1, 3), (np.int64(26), 10)): {'bw': 39}, ((1, 3), (10, 18)): {'bw': 39}, ((1, 4), (np.int64(26), 10)): {'bw': 21}, ((1, 4), (10, 4)): {'bw': 21}, ((1, 4), (4, 9)): {'bw': 21}, ((1, 4), (9, np.int64(25))): {'bw': 21}, ((2, 4), (np.int64(23), 7)): {'bw': 13}, ((2, 4), (7, 3)): {'bw': 13}, ((2, 4), (3, 1)): {'bw': 13}, ((2, 4), (1, 4)): {'bw': 13}, ((2, 4), (4, 9)): {'bw': 13}, ((2, 4), (9, np.int64(25))): {'bw': 13}, ((3, 4), (np.int64(18), 10)): {'bw': 49}, ((3, 4), (10, 4)): {'bw': 49}, ((3, 4), (4, 9)): {'bw': 49}, ((3, 4), (9, np.int64(25))): {'bw': 49}}",641.0,201.0,148.0,37.0,164,37.0,164,37.0,604,440,0.31357254290171604,5991.8983817999115,1878.894812389676,2.931193155054096,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -75}, np.int64(1): {'cpu': -57}, np.int64(2): {'cpu': -85}, np.int64(3): {'cpu': -87}, np.int64(4): {'cpu': -44}}, 'link_level': {(0, 1): {'bw': -330}, (0, 3): {'bw': -284}, (1, 3): {'bw': -245}, (1, 4): {'bw': -279}, (2, 4): {'bw': -216}, (3, 4): {'bw': -196}}, 'path_level': {(0, 1): {}, (0, 3): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 3): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}}, 'path_level': {(0, 1): {}, (0, 3): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,5,6,3.4430699348449707
3,3,1,542.0,1743.0,14582.853133758059,39954.41274979026,0.31095811818703384,0.3649872975253431,8,4,0,77.34773538502327,10457,1129,9328,0.003530450132391838,0.0036317026276436737,2,9.347735385023263,68.0,5,6,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0
4,4,2,739.0,2164.0,170056.50668700924,372210.29166308336,0.34149722735674676,0.4568828710436107,12,5,1,105.0,10036,1080,8956,0.04677846425419241,0.043366801965392,3,789.206363214473,105.0,5,5,True,"{np.int64(0): np.int64(23), np.int64(1): np.int64(16), np.int64(2): np.int64(15), np.int64(3): np.int64(3), np.int64(4): np.int64(24)}","{(0, 2): [(np.int64(23), 7), (7, 15)], (0, 4): [(np.int64(23), 7), (7, 3), (3, 8), (8, np.int64(24))], (1, 4): [(np.int64(16), 8), (8, 24)], (2, 3): [(np.int64(15), 7), (7, 3)], (2, 4): [(np.int64(15), 7), (7, 3), (3, 8), (8, np.int64(24))]}","{(np.int64(0), np.int64(23)): {'cpu': 19}, (np.int64(1), np.int64(16)): {'cpu': 12}, (np.int64(2), np.int64(15)): {'cpu': 17}, (np.int64(3), np.int64(3)): {'cpu': 0}, (np.int64(4), np.int64(24)): {'cpu': 1}}","{((0, 2), (np.int64(23), 7)): {'bw': 36}, ((0, 2), (7, 15)): {'bw': 36}, ((0, 4), (np.int64(23), 7)): {'bw': 10}, ((0, 4), (7, 3)): {'bw': 10}, ((0, 4), (3, 8)): {'bw': 10}, ((0, 4), (8, np.int64(24))): {'bw': 10}, ((1, 4), (np.int64(16), 8)): {'bw': 42}, ((1, 4), (8, 24)): {'bw': 42}, ((2, 3), (np.int64(15), 7)): {'bw': 32}, ((2, 3), (7, 3)): {'bw': 32}, ((2, 4), (np.int64(15), 7)): {'bw': 28}, ((2, 4), (7, 3)): {'bw': 28}, ((2, 4), (3, 8)): {'bw': 28}, ((2, 4), (8, np.int64(24))): {'bw': 28}}",421.0,197.0,1274.0,49.0,148,49.0,148,49.0,372,224,0.4679334916864608,332255.8789132931,155473.65355325118,369.29608920012157,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -68}, np.int64(1): {'cpu': -39}, np.int64(2): {'cpu': -45}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': -74}}, 'link_level': {(0, 2): {'bw': -291}, (0, 4): {'bw': -219}, (1, 4): {'bw': -179}, (2, 3): {'bw': -187}, (2, 4): {'bw': -151}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 4): {}, (2, 3): {}, (2, 4): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 4): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 4): {}, (2, 3): {}, (2, 4): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,5,5,3.0820789337158203
5,5,3,1037.0,3204.0,207828.85778089848,504033.2619236364,0.3236579275905119,0.41233163261432854,16,6,1,131.0,8996,996,8000,0.1209179170344219,0.1454817346720786,4,126.75285601976255,131.0,9,10,True,"{np.int64(0): np.int64(23), np.int64(1): np.int64(20), np.int64(2): np.int64(30), np.int64(3): np.int64(22), np.int64(4): np.int64(27), np.int64(5): np.int64(15), np.int64(6): np.int64(17), np.int64(7): np.int64(19), np.int64(8): np.int64(28)}","{(0, 2): [(np.int64(23), 7), (7, 3), (3, 1), (1, 0), (0, 2), (2, 6), (6, 14), (14, np.int64(30))], (1, 4): [(np.int64(20), 12), (12, 5), (5, 11), (11, np.int64(27))], (1, 6): [(np.int64(20), 12), (12, 5), (5, 2), (2, 0), (0, 1), (1, 4), (4, 9), (9, np.int64(17))], (1, 8): [(np.int64(20), 12), (12, 28)], (2, 3): [(np.int64(30), 14), (14, 22)], (2, 4): [(np.int64(30), 14), (14, 6), (6, 2), (2, 5), (5, 11), (11, np.int64(27))], (2, 7): [(np.int64(30), 14), (14, 6), (6, 2), (2, 5), (5, 11), (11, np.int64(19))], (2, 8): [(np.int64(30), 14), (14, 6), (6, 2), (2, 5), (5, 12), (12, np.int64(28))], (4, 7): [(np.int64(27), 11), (11, 19)], (5, 6): [(np.int64(15), 7), (7, 3), (3, 1), (1, 4), (4, 9), (9, np.int64(17))]}","{(np.int64(0), np.int64(23)): {'cpu': 2}, (np.int64(1), np.int64(20)): {'cpu': 1}, (np.int64(2), np.int64(30)): {'cpu': 13}, (np.int64(3), np.int64(22)): {'cpu': 19}, (np.int64(4), np.int64(27)): {'cpu': 15}, (np.int64(5), np.int64(15)): {'cpu': 17}, (np.int64(6), np.int64(17)): {'cpu': 4}, (np.int64(7), np.int64(19)): {'cpu': 7}, (np.int64(8), np.int64(28)): {'cpu': 6}}","{((0, 2), (np.int64(23), 7)): {'bw': 9}, ((0, 2), (7, 3)): {'bw': 9}, ((0, 2), (3, 1)): {'bw': 9}, ((0, 2), (1, 0)): {'bw': 9}, ((0, 2), (0, 2)): {'bw': 9}, ((0, 2), (2, 6)): {'bw': 9}, ((0, 2), (6, 14)): {'bw': 9}, ((0, 2), (14, np.int64(30))): {'bw': 9}, ((1, 4), (np.int64(20), 12)): {'bw': 15}, ((1, 4), (12, 5)): {'bw': 15}, ((1, 4), (5, 11)): {'bw': 15}, ((1, 4), (11, np.int64(27))): {'bw': 15}, ((1, 6), (np.int64(20), 12)): {'bw': 18}, ((1, 6), (12, 5)): {'bw': 18}, ((1, 6), (5, 2)): {'bw': 18}, ((1, 6), (2, 0)): {'bw': 18}, ((1, 6), (0, 1)): {'bw': 18}, ((1, 6), (1, 4)): {'bw': 18}, ((1, 6), (4, 9)): {'bw': 18}, ((1, 6), (9, np.int64(17))): {'bw': 18}, ((1, 8), (np.int64(20), 12)): {'bw': 29}, ((1, 8), (12, 28)): {'bw': 29}, ((2, 3), (np.int64(30), 14)): {'bw': 42}, ((2, 3), (14, 22)): {'bw': 42}, ((2, 4), (np.int64(30), 14)): {'bw': 18}, ((2, 4), (14, 6)): {'bw': 18}, ((2, 4), (6, 2)): {'bw': 18}, ((2, 4), (2, 5)): {'bw': 18}, ((2, 4), (5, 11)): {'bw': 18}, ((2, 4), (11, np.int64(27))): {'bw': 18}, ((2, 7), (np.int64(30), 14)): {'bw': 2}, ((2, 7), (14, 6)): {'bw': 2}, ((2, 7), (6, 2)): {'bw': 2}, ((2, 7), (2, 5)): {'bw': 2}, ((2, 7), (5, 11)): {'bw': 2}, ((2, 7), (11, np.int64(19))): {'bw': 2}, ((2, 8), (np.int64(30), 14)): {'bw': 29}, ((2, 8), (14, 6)): {'bw': 29}, ((2, 8), (6, 2)): {'bw': 29}, ((2, 8), (2, 5)): {'bw': 29}, ((2, 8), (5, 12)): {'bw': 29}, ((2, 8), (12, np.int64(28))): {'bw': 29}, ((4, 7), (np.int64(27), 11)): {'bw': 17}, ((4, 7), (11, 19)): {'bw': 17}, ((5, 6), (np.int64(15), 7)): {'bw': 35}, ((5, 6), (7, 3)): {'bw': 35}, ((5, 6), (3, 1)): {'bw': 35}, ((5, 6), (1, 4)): {'bw': 35}, ((5, 6), (4, 9)): {'bw': 35}, ((5, 6), (9, np.int64(17))): {'bw': 35}}",1040.0,298.0,1932.0,84.0,214,84.0,214,84.0,956,742,0.2865384615384615,131822.97026055306,37772.351093889236,36.31956835950888,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -66}, np.int64(1): {'cpu': -95}, np.int64(2): {'cpu': -42}, np.int64(3): {'cpu': -44}, np.int64(4): {'cpu': -44}, np.int64(5): {'cpu': -28}, np.int64(6): {'cpu': -84}, np.int64(7): {'cpu': -66}, np.int64(8): {'cpu': -64}}, 'link_level': {(0, 2): {'bw': -150}, (1, 4): {'bw': -217}, (1, 6): {'bw': -199}, (1, 8): {'bw': -266}, (2, 3): {'bw': -187}, (2, 4): {'bw': -169}, (2, 7): {'bw': -167}, (2, 8): {'bw': -138}, (4, 7): {'bw': -184}, (5, 6): {'bw': -115}}, 'path_level': {(0, 2): {}, (1, 4): {}, (1, 6): {}, (1, 8): {}, (2, 3): {}, (2, 4): {}, (2, 7): {}, (2, 8): {}, (4, 7): {}, (5, 6): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}, np.int64(5): {'cpu': 0}, np.int64(6): {'cpu': 0}, np.int64(7): {'cpu': 0}, np.int64(8): {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 4): {'bw': 0}, (1, 6): {'bw': 0}, (1, 8): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}, (2, 7): {'bw': 0}, (2, 8): {'bw': 0}, (4, 7): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(0, 2): {}, (1, 4): {}, (1, 6): {}, (1, 8): {}, (2, 3): {}, (2, 4): {}, (2, 7): {}, (2, 8): {}, (4, 7): {}, (5, 6): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,9,10,4.994773864746094
6,6,4,1224.0,3719.0,247440.79706408316,613124.9663666317,0.32912073137940306,0.40357318758427535,17,7,1,155.0,8481,933,7548,0.176522506619594,0.19376201666310622,5,211.82855231649557,155.0,5,6,True,"{np.int64(0): np.int64(29), np.int64(1): np.int64(20), np.int64(2): np.int64(19), np.int64(3): np.int64(28), np.int64(4): np.int64(27)}","{(0, 2): [(np.int64(29), 13), (13, 6), (6, 2), (2, 5), (5, 11), (11, np.int64(19))], (0, 4): [(np.int64(29), 13), (13, 6), (6, 2), (2, 5), (5, 11), (11, np.int64(27))], (1, 2): [(np.int64(20), 12), (12, 5), (5, 11), (11, np.int64(19))], (1, 4): [(np.int64(20), 12), (12, 5), (5, 11), (11, np.int64(27))], (2, 4): [(np.int64(19), 11), (11, 27)], (3, 4): [(np.int64(28), 12), (12, 5), (5, 11), (11, np.int64(27))]}","{(np.int64(0), np.int64(29)): {'cpu': 19}, (np.int64(1), np.int64(20)): {'cpu': 16}, (np.int64(2), np.int64(19)): {'cpu': 12}, (np.int64(3), np.int64(28)): {'cpu': 3}, (np.int64(4), np.int64(27)): {'cpu': 13}}","{((0, 2), (np.int64(29), 13)): {'bw': 2}, ((0, 2), (13, 6)): {'bw': 2}, ((0, 2), (6, 2)): {'bw': 2}, ((0, 2), (2, 5)): {'bw': 2}, ((0, 2), (5, 11)): {'bw': 2}, ((0, 2), (11, np.int64(19))): {'bw': 2}, ((0, 4), (np.int64(29), 13)): {'bw': 20}, ((0, 4), (13, 6)): {'bw': 20}, ((0, 4), (6, 2)): {'bw': 20}, ((0, 4), (2, 5)): {'bw': 20}, ((0, 4), (5, 11)): {'bw': 20}, ((0, 4), (11, np.int64(27))): {'bw': 20}, ((1, 2), (np.int64(20), 12)): {'bw': 3}, ((1, 2), (12, 5)): {'bw': 3}, ((1, 2), (5, 11)): {'bw': 3}, ((1, 2), (11, np.int64(19))): {'bw': 3}, ((1, 4), (np.int64(20), 12)): {'bw': 17}, ((1, 4), (12, 5)): {'bw': 17}, ((1, 4), (5, 11)): {'bw': 17}, ((1, 4), (11, np.int64(27))): {'bw': 17}, ((2, 4), (np.int64(19), 11)): {'bw': 44}, ((2, 4), (11, 27)): {'bw': 44}, ((3, 4), (np.int64(28), 12)): {'bw': 38}, ((3, 4), (12, 5)): {'bw': 38}, ((3, 4), (5, 11)): {'bw': 38}, ((3, 4), (11, np.int64(27))): {'bw': 38}}",515.0,187.0,630.0,63.0,124,63.0,124,63.0,452,328,0.36310679611650487,109091.70444299522,39611.93928318467,76.91638695764014,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -47}, np.int64(1): {'cpu': -79}, np.int64(2): {'cpu': -54}, np.int64(3): {'cpu': -61}, np.int64(4): {'cpu': -31}}, 'link_level': {(0, 2): {'bw': -207}, (0, 4): {'bw': -164}, (1, 2): {'bw': -167}, (1, 4): {'bw': -147}, (2, 4): {'bw': -103}, (3, 4): {'bw': -65}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 2): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,5,6,3.448899984359741
6,6,3,1224.0,3719.0,247440.79706408316,613124.9663666317,0.32912073137940306,0.40357318758427535,17,8,0,160.56960372207226,8519,937,7582,0.17299205648720217,0.19013031403546254,1,111.56960372207224,49.0,2,1,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0
