v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links
1,1,1,303.0,750.0,8464.31337992964,20951.270742400095,0.404,0.404,7,0,1,22.0,16221,2542,13679,0.02080123266563949,0.04841739130434786,0,27.93502765653346,22.0,7,8,True,"{0: 32, 1: 0, 2: 20, 3: 5, 4: 1, 5: 2, 6: 3}","{(3, 0): [(5, 2), (2, 29), (29, 30), (30, 32)], (3, 1): [(5, 6), (6, 4), (4, 0)], (4, 0): [(1, 28), (28, 30), (30, 32)], (4, 1): [(1, 4), (4, 0)], (4, 2): [(1, 20)], (4, 3): [(1, 4), (4, 6), (6, 5)], (6, 0): [(3, 29), (29, 30), (30, 32)], (6, 5): [(3, 5), (5, 2)]}","{(0, 32): {'cpu': 17}, (1, 0): {'cpu': 3}, (2, 20): {'cpu': 3}, (3, 5): {'cpu': 1}, (4, 1): {'cpu': 19}, (5, 2): {'cpu': 4}, (6, 3): {'cpu': 7}}","{((3, 0), (5, 2)): {'bw': 42}, ((3, 0), (2, 29)): {'bw': 42}, ((3, 0), (29, 30)): {'bw': 42}, ((3, 0), (30, 32)): {'bw': 42}, ((3, 1), (5, 6)): {'bw': 49}, ((3, 1), (6, 4)): {'bw': 49}, ((3, 1), (4, 0)): {'bw': 49}, ((4, 0), (1, 28)): {'bw': 10}, ((4, 0), (28, 30)): {'bw': 10}, ((4, 0), (30, 32)): {'bw': 10}, ((4, 1), (1, 4)): {'bw': 29}, ((4, 1), (4, 0)): {'bw': 29}, ((4, 2), (1, 20)): {'bw': 24}, ((4, 3), (1, 4)): {'bw': 50}, ((4, 3), (4, 6)): {'bw': 50}, ((4, 3), (6, 5)): {'bw': 50}, ((6, 0), (3, 29)): {'bw': 29}, ((6, 0), (29, 30)): {'bw': 29}, ((6, 0), (30, 32)): {'bw': 29}, ((6, 5), (3, 5)): {'bw': 16}, ((6, 5), (5, 2)): {'bw': 16}}",750.0,303.0,108.0,54.0,249.0,54.0,249.0,54.0,696.0,447.0,0.404,20951.270742400095,8464.31337992964,11.285751173239518,Success,0.0,"{'node_level': {'cpu': -46}, 'link_level': {'bw': -151}, 'path_level': {}}","{'node_level': {0: {'cpu': -80}, 1: {'cpu': -91}, 2: {'cpu': -93}, 3: {'cpu': -88}, 4: {'cpu': -78}, 5: {'cpu': -46}, 6: {'cpu': -46}}, 'link_level': {(3, 0): {'bw': -167}, (3, 1): {'bw': -185}, (4, 0): {'bw': -201}, (4, 1): {'bw': -299}, (4, 2): {'bw': -208}, (4, 3): {'bw': -135}, (6, 0): {'bw': -211}, (6, 5): {'bw': -151}}, 'path_level': {(3, 0): {}, (3, 1): {}, (4, 0): {}, (4, 1): {}, (4, 2): {}, (4, 3): {}, (6, 0): {}, (6, 5): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}}, 'link_level': {(3, 0): {'bw': 0}, (3, 1): {'bw': 0}, (4, 0): {'bw': 0}, (4, 1): {'bw': 0}, (4, 2): {'bw': 0}, (4, 3): {'bw': 0}, (6, 0): {'bw': 0}, (6, 5): {'bw': 0}}, 'path_level': {(3, 0): {}, (3, 1): {}, (4, 0): {}, (4, 1): {}, (4, 2): {}, (4, 3): {}, (6, 0): {}, (6, 5): {}}}",[],-46.0,0.0,True,True,False,0,[],0,0.0,7.0,8.0
2,2,2,341.0,890.0,12703.958321368384,36571.01526349021,0.3831460674157303,0.34737778620138754,8,1,1,49.0,16081,2538,13543,0.02234206471494604,0.05787826086956527,1,111.56960372207224,49.0,2,1,True,"{0: 9, 1: 20}","{(1, 0): [(20, 0), (0, 4), (4, 6), (6, 9)]}","{(0, 9): {'cpu': 0}, (1, 20): {'cpu': 4}}","{((1, 0), (20, 0)): {'bw': 34}, ((1, 0), (0, 4)): {'bw': 34}, ((1, 0), (4, 6)): {'bw': 34}, ((1, 0), (6, 9)): {'bw': 34}}",140.0,38.0,8.0,4.0,34.0,4.0,34.0,4.0,136.0,102.0,0.2714285714285714,15619.744521090115,4239.644941438745,30.283178153133893,Success,0.0,"{'node_level': {'cpu': -89}, 'link_level': {'bw': -250}, 'path_level': {}}","{'node_level': {0: {'cpu': -100}, 1: {'cpu': -89}}, 'link_level': {(1, 0): {'bw': -250}}, 'path_level': {(1, 0): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}}, 'path_level': {(1, 0): {}}}",[],-89.0,0.0,True,True,False,0,[],0,0.0,2.0,1.0
2,2,1,341.0,890.0,12703.958321368384,36571.01526349021,0.3831460674157303,0.34737778620138754,8,2,0,49.935027656533464,16831,2592,14239,0.0015408320493066618,0.009460869565217411,0,27.93502765653346,22.0,7,8,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,
3,3,2,542.0,1374.0,14582.853133758059,41095.31918984147,0.39446870451237265,0.3548543586288255,8,3,1,68.0,16347,2555,13792,0.01579352850539295,0.04055652173913038,2,9.347735385023263,68.0,5,6,True,"{0: 32, 1: 20, 2: 0, 3: 1, 4: 9}","{(1, 0): [(20, 0), (0, 28), (28, 30), (30, 32)], (3, 0): [(1, 28), (28, 30), (30, 32)], (3, 1): [(1, 20)], (4, 1): [(9, 6), (6, 4), (4, 0), (0, 20)], (4, 2): [(9, 6), (6, 4), (4, 0)], (4, 3): [(9, 6), (6, 4), (4, 1)]}","{(0, 32): {'cpu': 13}, (1, 20): {'cpu': 1}, (2, 0): {'cpu': 2}, (3, 1): {'cpu': 2}, (4, 9): {'cpu': 19}}","{((1, 0), (20, 0)): {'bw': 12}, ((1, 0), (0, 28)): {'bw': 12}, ((1, 0), (28, 30)): {'bw': 12}, ((1, 0), (30, 32)): {'bw': 12}, ((3, 0), (1, 28)): {'bw': 30}, ((3, 0), (28, 30)): {'bw': 30}, ((3, 0), (30, 32)): {'bw': 30}, ((3, 1), (1, 20)): {'bw': 39}, ((4, 1), (9, 6)): {'bw': 21}, ((4, 1), (6, 4)): {'bw': 21}, ((4, 1), (4, 0)): {'bw': 21}, ((4, 1), (0, 20)): {'bw': 21}, ((4, 2), (9, 6)): {'bw': 13}, ((4, 2), (6, 4)): {'bw': 13}, ((4, 2), (4, 0)): {'bw': 13}, ((4, 3), (9, 6)): {'bw': 49}, ((4, 3), (6, 4)): {'bw': 49}, ((4, 3), (4, 1)): {'bw': 49}}",484.0,201.0,74.0,37.0,164.0,37.0,164.0,37.0,447.0,283.0,0.4152892561983471,4524.303926351259,1878.894812389676,3.882014075185281,Success,0.0,"{'node_level': {'cpu': -81}, 'link_level': {'bw': -247}, 'path_level': {}}","{'node_level': {0: {'cpu': -84}, 1: {'cpu': -91}, 2: {'cpu': -92}, 3: {'cpu': -95}, 4: {'cpu': -81}}, 'link_level': {(1, 0): {'bw': -199}, (3, 0): {'bw': -169}, (3, 1): {'bw': -193}, (4, 1): {'bw': -280}, (4, 2): {'bw': -296}, (4, 3): {'bw': -247}}, 'path_level': {(1, 0): {}, (3, 0): {}, (3, 1): {}, (4, 1): {}, (4, 2): {}, (4, 3): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}, (3, 0): {'bw': 0}, (3, 1): {'bw': 0}, (4, 1): {'bw': 0}, (4, 2): {'bw': 0}, (4, 3): {'bw': 0}}, 'path_level': {(1, 0): {}, (3, 0): {}, (3, 1): {}, (4, 1): {}, (4, 2): {}, (4, 3): {}}}",[],-81.0,0.0,True,True,False,0,[],0,0.0,5.0,6.0
3,3,1,542.0,1374.0,14582.853133758059,41095.31918984147,0.39446870451237265,0.3548543586288255,8,4,0,77.34773538502327,16831,2592,14239,0.0015408320493066618,0.009460869565217411,2,9.347735385023263,68.0,5,6,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,
4,4,2,739.0,1839.0,170056.50668700924,408076.27808457136,0.40184883088635126,0.4167272537507462,9,5,1,105.0,16366,2543,13823,0.020416024653312825,0.03839999999999999,3,789.206363214473,105.0,5,5,True,"{0: 9, 1: 32, 2: 1, 3: 35, 4: 0}","{(2, 0): [(1, 4), (4, 6), (6, 9)], (3, 2): [(35, 31), (31, 28), (28, 1)], (4, 0): [(0, 4), (4, 6), (6, 9)], (4, 1): [(0, 28), (28, 30), (30, 32)], (4, 2): [(0, 4), (4, 1)]}","{(0, 9): {'cpu': 19}, (1, 32): {'cpu': 12}, (2, 1): {'cpu': 17}, (3, 35): {'cpu': 0}, (4, 0): {'cpu': 1}}","{((2, 0), (1, 4)): {'bw': 36}, ((2, 0), (4, 6)): {'bw': 36}, ((2, 0), (6, 9)): {'bw': 36}, ((3, 2), (35, 31)): {'bw': 32}, ((3, 2), (31, 28)): {'bw': 32}, ((3, 2), (28, 1)): {'bw': 32}, ((4, 0), (0, 4)): {'bw': 10}, ((4, 0), (4, 6)): {'bw': 10}, ((4, 0), (6, 9)): {'bw': 10}, ((4, 1), (0, 28)): {'bw': 42}, ((4, 1), (28, 30)): {'bw': 42}, ((4, 1), (30, 32)): {'bw': 42}, ((4, 2), (0, 4)): {'bw': 28}, ((4, 2), (4, 1)): {'bw': 28}}",465.0,197.0,98.0,49.0,148.0,49.0,148.0,49.0,416.0,268.0,0.4236559139784946,366980.9588947299,155473.65355325118,334.3519431252713,Success,0.0,"{'node_level': {'cpu': -93}, 'link_level': {'bw': -169}, 'path_level': {}}","{'node_level': {0: {'cpu': -81}, 1: {'cpu': -85}, 2: {'cpu': -80}, 3: {'cpu': -85}, 4: {'cpu': -93}}, 'link_level': {(2, 0): {'bw': -294}, (3, 2): {'bw': -221}, (4, 0): {'bw': -284}, (4, 1): {'bw': -169}, (4, 2): {'bw': -278}}, 'path_level': {(2, 0): {}, (3, 2): {}, (4, 0): {}, (4, 1): {}, (4, 2): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(2, 0): {'bw': 0}, (3, 2): {'bw': 0}, (4, 0): {'bw': 0}, (4, 1): {'bw': 0}, (4, 2): {'bw': 0}}, 'path_level': {(2, 0): {}, (3, 2): {}, (4, 0): {}, (4, 1): {}, (4, 2): {}}}",[],-93.0,0.0,True,True,False,0,[],0,0.0,5.0,5.0
5,5,3,1037.0,2765.0,207828.85778089848,525449.4227588715,0.37504520795660035,0.39552590369153584,12,6,1,131.0,15440,2459,12981,0.05277349768875195,0.09697391304347824,4,126.75285601976255,131.0,9,10,True,"{0: 32, 1: 35, 2: 17, 3: 0, 4: 5, 5: 20, 6: 23, 7: 1, 8: 10}","{(2, 0): [(17, 14), (14, 12), (12, 0), (0, 28), (28, 30), (30, 32)], (3, 2): [(0, 12), (12, 14), (14, 17)], (4, 1): [(5, 2), (2, 29), (29, 31), (31, 35)], (4, 2): [(5, 2), (2, 13), (13, 14), (14, 17)], (6, 1): [(23, 20), (20, 0), (0, 28), (28, 31), (31, 35)], (6, 5): [(23, 20)], (7, 2): [(1, 12), (12, 14), (14, 17)], (7, 4): [(1, 4), (4, 6), (6, 5)], (8, 1): [(10, 7), (7, 4), (4, 0), (0, 28), (28, 31), (31, 35)], (8, 2): [(10, 7), (7, 4), (4, 0), (0, 12), (12, 14), (14, 17)]}","{(0, 32): {'cpu': 2}, (1, 35): {'cpu': 1}, (2, 17): {'cpu': 13}, (3, 0): {'cpu': 19}, (4, 5): {'cpu': 15}, (5, 20): {'cpu': 17}, (6, 23): {'cpu': 4}, (7, 1): {'cpu': 7}, (8, 10): {'cpu': 6}}","{((2, 0), (17, 14)): {'bw': 9}, ((2, 0), (14, 12)): {'bw': 9}, ((2, 0), (12, 0)): {'bw': 9}, ((2, 0), (0, 28)): {'bw': 9}, ((2, 0), (28, 30)): {'bw': 9}, ((2, 0), (30, 32)): {'bw': 9}, ((3, 2), (0, 12)): {'bw': 42}, ((3, 2), (12, 14)): {'bw': 42}, ((3, 2), (14, 17)): {'bw': 42}, ((4, 1), (5, 2)): {'bw': 15}, ((4, 1), (2, 29)): {'bw': 15}, ((4, 1), (29, 31)): {'bw': 15}, ((4, 1), (31, 35)): {'bw': 15}, ((4, 2), (5, 2)): {'bw': 18}, ((4, 2), (2, 13)): {'bw': 18}, ((4, 2), (13, 14)): {'bw': 18}, ((4, 2), (14, 17)): {'bw': 18}, ((6, 1), (23, 20)): {'bw': 18}, ((6, 1), (20, 0)): {'bw': 18}, ((6, 1), (0, 28)): {'bw': 18}, ((6, 1), (28, 31)): {'bw': 18}, ((6, 1), (31, 35)): {'bw': 18}, ((6, 5), (23, 20)): {'bw': 35}, ((7, 2), (1, 12)): {'bw': 2}, ((7, 2), (12, 14)): {'bw': 2}, ((7, 2), (14, 17)): {'bw': 2}, ((7, 4), (1, 4)): {'bw': 17}, ((7, 4), (4, 6)): {'bw': 17}, ((7, 4), (6, 5)): {'bw': 17}, ((8, 1), (10, 7)): {'bw': 29}, ((8, 1), (7, 4)): {'bw': 29}, ((8, 1), (4, 0)): {'bw': 29}, ((8, 1), (0, 28)): {'bw': 29}, ((8, 1), (28, 31)): {'bw': 29}, ((8, 1), (31, 35)): {'bw': 29}, ((8, 2), (10, 7)): {'bw': 29}, ((8, 2), (7, 4)): {'bw': 29}, ((8, 2), (4, 0)): {'bw': 29}, ((8, 2), (0, 12)): {'bw': 29}, ((8, 2), (12, 14)): {'bw': 29}, ((8, 2), (14, 17)): {'bw': 29}}",926.0,298.0,168.0,84.0,214.0,84.0,214.0,84.0,842.0,628.0,0.32181425485961124,117373.14467430011,37772.351093889236,40.790875911327475,Success,0.0,"{'node_level': {'cpu': -80}, 'link_level': {'bw': -142}, 'path_level': {}}","{'node_level': {0: {'cpu': -83}, 1: {'cpu': -84}, 2: {'cpu': -75}, 3: {'cpu': -74}, 4: {'cpu': -74}, 5: {'cpu': -75}, 6: {'cpu': -83}, 7: {'cpu': -73}, 8: {'cpu': -80}}, 'link_level': {(2, 0): {'bw': -160}, (3, 2): {'bw': -178}, (4, 1): {'bw': -194}, (4, 2): {'bw': -173}, (6, 1): {'bw': -183}, (6, 5): {'bw': -148}, (7, 2): {'bw': -171}, (7, 4): {'bw': -217}, (8, 1): {'bw': -159}, (8, 2): {'bw': -142}}, 'path_level': {(2, 0): {}, (3, 2): {}, (4, 1): {}, (4, 2): {}, (6, 1): {}, (6, 5): {}, (7, 2): {}, (7, 4): {}, (8, 1): {}, (8, 2): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 7: {'cpu': 0}, 8: {'cpu': 0}}, 'link_level': {(2, 0): {'bw': 0}, (3, 2): {'bw': 0}, (4, 1): {'bw': 0}, (4, 2): {'bw': 0}, (6, 1): {'bw': 0}, (6, 5): {'bw': 0}, (7, 2): {'bw': 0}, (7, 4): {'bw': 0}, (8, 1): {'bw': 0}, (8, 2): {'bw': 0}}, 'path_level': {(2, 0): {}, (3, 2): {}, (4, 1): {}, (4, 2): {}, (6, 1): {}, (6, 5): {}, (7, 2): {}, (7, 4): {}, (8, 1): {}, (8, 2): {}}}",[],-80.0,0.0,True,True,False,0,[],0,0.0,9.0,10.0
6,6,4,1224.0,3447.0,247440.79706408316,669916.4954387215,0.35509138381201044,0.3693606572592853,13,7,1,155.0,14758,2396,12362,0.07704160246533132,0.14003478260869562,5,211.82855231649557,155.0,5,6,True,"{0: 18, 1: 35, 2: 32, 3: 9, 4: 23}","{(2, 0): [(32, 30), (30, 28), (28, 0), (0, 12), (12, 15), (15, 18)], (2, 1): [(32, 30), (30, 28), (28, 31), (31, 35)], (4, 0): [(23, 20), (20, 0), (0, 12), (12, 15), (15, 18)], (4, 1): [(23, 20), (20, 0), (0, 28), (28, 31), (31, 35)], (4, 2): [(23, 20), (20, 0), (0, 28), (28, 30), (30, 32)], (4, 3): [(23, 20), (20, 0), (0, 4), (4, 6), (6, 9)]}","{(0, 18): {'cpu': 19}, (1, 35): {'cpu': 16}, (2, 32): {'cpu': 12}, (3, 9): {'cpu': 3}, (4, 23): {'cpu': 13}}","{((2, 0), (32, 30)): {'bw': 2}, ((2, 0), (30, 28)): {'bw': 2}, ((2, 0), (28, 0)): {'bw': 2}, ((2, 0), (0, 12)): {'bw': 2}, ((2, 0), (12, 15)): {'bw': 2}, ((2, 0), (15, 18)): {'bw': 2}, ((2, 1), (32, 30)): {'bw': 3}, ((2, 1), (30, 28)): {'bw': 3}, ((2, 1), (28, 31)): {'bw': 3}, ((2, 1), (31, 35)): {'bw': 3}, ((4, 0), (23, 20)): {'bw': 20}, ((4, 0), (20, 0)): {'bw': 20}, ((4, 0), (0, 12)): {'bw': 20}, ((4, 0), (12, 15)): {'bw': 20}, ((4, 0), (15, 18)): {'bw': 20}, ((4, 1), (23, 20)): {'bw': 17}, ((4, 1), (20, 0)): {'bw': 17}, ((4, 1), (0, 28)): {'bw': 17}, ((4, 1), (28, 31)): {'bw': 17}, ((4, 1), (31, 35)): {'bw': 17}, ((4, 2), (23, 20)): {'bw': 44}, ((4, 2), (20, 0)): {'bw': 44}, ((4, 2), (0, 28)): {'bw': 44}, ((4, 2), (28, 30)): {'bw': 44}, ((4, 2), (30, 32)): {'bw': 44}, ((4, 3), (23, 20)): {'bw': 38}, ((4, 3), (20, 0)): {'bw': 38}, ((4, 3), (0, 4)): {'bw': 38}, ((4, 3), (4, 6)): {'bw': 38}, ((4, 3), (6, 9)): {'bw': 38}}",682.0,187.0,126.0,63.0,124.0,63.0,124.0,63.0,619.0,495.0,0.27419354838709675,144467.07267984998,39611.93928318467,58.082022409361684,Success,0.0,"{'node_level': {'cpu': -70}, 'link_level': {'bw': -29}, 'path_level': {}}","{'node_level': {0: {'cpu': -70}, 1: {'cpu': -68}, 2: {'cpu': -71}, 3: {'cpu': -78}, 4: {'cpu': -70}}, 'link_level': {(2, 0): {'bw': -147}, (2, 1): {'bw': -155}, (4, 0): {'bw': -127}, (4, 1): {'bw': -111}, (4, 2): {'bw': -67}, (4, 3): {'bw': -29}}, 'path_level': {(2, 0): {}, (2, 1): {}, (4, 0): {}, (4, 1): {}, (4, 2): {}, (4, 3): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(2, 0): {'bw': 0}, (2, 1): {'bw': 0}, (4, 0): {'bw': 0}, (4, 1): {'bw': 0}, (4, 2): {'bw': 0}, (4, 3): {'bw': 0}}, 'path_level': {(2, 0): {}, (2, 1): {}, (4, 0): {}, (4, 1): {}, (4, 2): {}, (4, 3): {}}}",[],-29.0,0.0,True,True,False,0,[],0,0.0,5.0,6.0
6,6,3,1224.0,3447.0,247440.79706408316,669916.4954387215,0.35509138381201044,0.3693606572592853,13,8,0,160.56960372207226,14898,2400,12498,0.07550077041602465,0.1305739130434782,1,111.56960372207224,49.0,2,1,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,
7,7,4,1527.0,4483.0,646221.9564392483,2033405.8720481968,0.3406201204550524,0.3178027393952225,16,9,1,181.0,13862,2338,11524,0.09938366718027736,0.1983304347826087,6,1316.109436881733,181.0,7,9,True,"{0: 24, 1: 20, 2: 17, 3: 10, 4: 21, 5: 0, 6: 13}","{(2, 0): [(17, 14), (14, 12), (12, 0), (0, 20), (20, 22), (22, 24)], (2, 1): [(17, 14), (14, 12), (12, 0), (0, 20)], (3, 2): [(10, 7), (7, 4), (4, 0), (0, 12), (12, 14), (14, 17)], (5, 2): [(0, 12), (12, 14), (14, 17)], (5, 3): [(0, 4), (4, 7), (7, 10)], (5, 4): [(0, 20), (20, 22), (22, 21)], (6, 1): [(13, 2), (2, 21), (21, 22), (22, 20)], (6, 2): [(13, 14), (14, 17)], (6, 3): [(13, 2), (2, 5), (5, 7), (7, 10)]}","{(0, 24): {'cpu': 10}, (1, 20): {'cpu': 10}, (2, 17): {'cpu': 5}, (3, 10): {'cpu': 10}, (4, 21): {'cpu': 8}, (5, 0): {'cpu': 15}, (6, 13): {'cpu': 4}}","{((2, 0), (17, 14)): {'bw': 22}, ((2, 0), (14, 12)): {'bw': 22}, ((2, 0), (12, 0)): {'bw': 22}, ((2, 0), (0, 20)): {'bw': 22}, ((2, 0), (20, 22)): {'bw': 22}, ((2, 0), (22, 24)): {'bw': 22}, ((2, 1), (17, 14)): {'bw': 37}, ((2, 1), (14, 12)): {'bw': 37}, ((2, 1), (12, 0)): {'bw': 37}, ((2, 1), (0, 20)): {'bw': 37}, ((3, 2), (10, 7)): {'bw': 30}, ((3, 2), (7, 4)): {'bw': 30}, ((3, 2), (4, 0)): {'bw': 30}, ((3, 2), (0, 12)): {'bw': 30}, ((3, 2), (12, 14)): {'bw': 30}, ((3, 2), (14, 17)): {'bw': 30}, ((5, 2), (0, 12)): {'bw': 7}, ((5, 2), (12, 14)): {'bw': 7}, ((5, 2), (14, 17)): {'bw': 7}, ((5, 3), (0, 4)): {'bw': 24}, ((5, 3), (4, 7)): {'bw': 24}, ((5, 3), (7, 10)): {'bw': 24}, ((5, 4), (0, 20)): {'bw': 15}, ((5, 4), (20, 22)): {'bw': 15}, ((5, 4), (22, 21)): {'bw': 15}, ((6, 1), (13, 2)): {'bw': 35}, ((6, 1), (2, 21)): {'bw': 35}, ((6, 1), (21, 22)): {'bw': 35}, ((6, 1), (22, 20)): {'bw': 35}, ((6, 2), (13, 14)): {'bw': 24}, ((6, 2), (14, 17)): {'bw': 24}, ((6, 3), (13, 2)): {'bw': 47}, ((6, 3), (2, 5)): {'bw': 47}, ((6, 3), (5, 7)): {'bw': 47}, ((6, 3), (7, 10)): {'bw': 47}}",1036.0,303.0,124.0,62.0,241.0,62.0,241.0,62.0,974.0,733.0,0.2924710424710425,1363489.3766094754,398781.1593751651,384.9238990107772,Success,0.0,"{'node_level': {'cpu': -70}, 'link_level': {'bw': -22}, 'path_level': {}}","{'node_level': {0: {'cpu': -65}, 1: {'cpu': -69}, 2: {'cpu': -70}, 3: {'cpu': -70}, 4: {'cpu': -66}, 5: {'cpu': -59}, 6: {'cpu': -70}}, 'link_level': {(2, 0): {'bw': -105}, (2, 1): {'bw': -68}, (3, 2): {'bw': -38}, (5, 2): {'bw': -31}, (5, 3): {'bw': -116}, (5, 4): {'bw': -136}, (6, 1): {'bw': -215}, (6, 2): {'bw': -22}, (6, 3): {'bw': -94}}, 'path_level': {(2, 0): {}, (2, 1): {}, (3, 2): {}, (5, 2): {}, (5, 3): {}, (5, 4): {}, (6, 1): {}, (6, 2): {}, (6, 3): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}}, 'link_level': {(2, 0): {'bw': 0}, (2, 1): {'bw': 0}, (3, 2): {'bw': 0}, (5, 2): {'bw': 0}, (5, 3): {'bw': 0}, (5, 4): {'bw': 0}, (6, 1): {'bw': 0}, (6, 2): {'bw': 0}, (6, 3): {'bw': 0}}, 'path_level': {(2, 0): {}, (2, 1): {}, (3, 2): {}, (5, 2): {}, (5, 3): {}, (5, 4): {}, (6, 1): {}, (6, 2): {}, (6, 3): {}}}",[],-22.0,0.0,True,True,False,0,[],0,0.0,7.0,9.0
