v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,32.0,8909,4490,4419,0.0,0.0,0,379.4581106632087,32.0,7,12,False,"{5: 1, 2: 0, 6: 3, 0: 4, 3: 2, 1: 9}","{(2, 5): [(0, 1)], (6, 2): [(3, 1), (1, 0)], (6, 5): [(3, 1)], (0, 5): [(4, 1)], (0, 6): [(4, 1), (1, 3)], (3, 2): [(2, 0)], (3, 5): [(2, 0), (0, 1)], (1, 0): [(9, 4)], (1, 5): [(9, 4), (4, 1)]}","{(5, 1): {'cpu': 9}, (2, 0): {'cpu': 20}, (6, 3): {'cpu': 14}, (0, 4): {'cpu': 14}, (3, 2): {'cpu': 15}, (1, 9): {'cpu': 17}}","{((2, 5), (0, 1)): {'bw': 34}, ((6, 2), (3, 1)): {'bw': 13}, ((6, 2), (1, 0)): {'bw': 13}, ((6, 5), (3, 1)): {'bw': 24}, ((0, 5), (4, 1)): {'bw': 30}, ((0, 6), (4, 1)): {'bw': 12}, ((0, 6), (1, 3)): {'bw': 12}, ((3, 2), (2, 0)): {'bw': 33}, ((3, 5), (2, 0)): {'bw': 11}, ((3, 5), (0, 1)): {'bw': 11}, ((1, 0), (9, 4)): {'bw': 20}, ((1, 5), (9, 4)): {'bw': 0}, ((1, 5), (4, 1)): {'bw': 0}}",0.0,0.0,184.0,92.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,4100.0,"{'node_level': {'cpu': -88}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {5: {'cpu': -84}, 2: {'cpu': -67}, 6: {'cpu': -44}, 0: {'cpu': -45}, 3: {'cpu': -47}, 1: {'cpu': -49}, 4: {'cpu': -88}}, 'link_level': {(2, 5): {'bw': -61}, (6, 2): {'bw': -48}, (6, 5): {'bw': -31}, (0, 5): {'bw': -35}, (0, 6): {'bw': -19}, (3, 2): {'bw': -58}, (3, 5): {'bw': -37}, (1, 0): {'bw': -64}, (1, 5): {'bw': -23}, (4, 0): {'bw': -21}, (4, 1): {'bw': 100.0}, (4, 6): {'bw': 100.0}}, 'path_level': {(2, 5): {}, (6, 2): {}, (6, 5): {}, (0, 5): {}, (0, 6): {}, (3, 2): {}, (3, 5): {}, (1, 0): {}, (1, 5): {}, (4, 0): {}, (4, 1): {}, (4, 6): {}}}","{'node_level': {5: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {(2, 5): {'bw': 0}, (6, 2): {'bw': 0}, (6, 5): {'bw': 0}, (0, 5): {'bw': 0}, (0, 6): {'bw': 0}, (3, 2): {'bw': 0}, (3, 5): {'bw': 0}, (1, 0): {'bw': 0}, (1, 5): {'bw': 0}, (4, 0): {'bw': 0}, (4, 1): {'bw': 100.0}, (4, 6): {'bw': 100.0}}, 'path_level': {(2, 5): {}, (6, 2): {}, (6, 5): {}, (0, 5): {}, (0, 6): {}, (3, 2): {}, (3, 5): {}, (1, 0): {}, (1, 5): {}, (4, 0): {}, (4, 1): {}, (4, 6): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,41.0,6.0,9.0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,58.0,8909,4490,4419,0.0,0.0,1,57.894051446014565,58.0,10,24,False,"{0: 1, 7: 0, 9: 3}","{(7, 0): [(0, 1)], (9, 0): [(3, 1)], (9, 7): [(3, 1), (1, 0)]}","{(0, 1): {'cpu': 19}, (7, 0): {'cpu': 15}, (9, 3): {'cpu': 14}}","{((7, 0), (0, 1)): {'bw': 43}, ((9, 0), (3, 1)): {'bw': 14}, ((9, 7), (3, 1)): {'bw': 36}, ((9, 7), (1, 0)): {'bw': 36}}",0.0,0.0,238.0,119.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,4400.0,"{'node_level': {'cpu': -76}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {0: {'cpu': -74}, 7: {'cpu': -72}, 9: {'cpu': -44}, 3: {'cpu': -76}}, 'link_level': {(7, 0): {'bw': -52}, (9, 0): {'bw': -54}, (9, 7): {'bw': -16}, (3, 0): {'bw': 100.0}, (3, 9): {'bw': 100.0}}, 'path_level': {(7, 0): {}, (9, 0): {}, (9, 7): {}, (3, 0): {}, (3, 9): {}}}","{'node_level': {0: {'cpu': 0}, 7: {'cpu': 0}, 9: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(7, 0): {'bw': 0}, (9, 0): {'bw': 0}, (9, 7): {'bw': 0}, (3, 0): {'bw': 100.0}, (3, 9): {'bw': 100.0}}, 'path_level': {(7, 0): {}, (9, 0): {}, (9, 7): {}, (3, 0): {}, (3, 9): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,44.0,3.0,3.0
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,80.0,8909,4490,4419,0.0,0.0,2,78.93121508861901,80.0,7,7,False,"{3: 1, 2: 0, 6: 3, 0: 4, 1: 2, 4: 9, 5: 10}","{(2, 3): [(0, 1)], (6, 3): [(3, 1)], (0, 6): [(4, 1), (1, 3)], (1, 2): [(2, 0)], (1, 6): [(2, 0), (0, 1), (1, 3)], (4, 0): [(9, 4)], (5, 0): [(10, 4)]}","{(3, 1): {'cpu': 18}, (2, 0): {'cpu': 19}, (6, 3): {'cpu': 6}, (0, 4): {'cpu': 19}, (1, 2): {'cpu': 9}, (4, 9): {'cpu': 20}, (5, 10): {'cpu': 14}}","{((2, 3), (0, 1)): {'bw': 46}, ((6, 3), (3, 1)): {'bw': 39}, ((0, 6), (4, 1)): {'bw': 5}, ((0, 6), (1, 3)): {'bw': 5}, ((1, 2), (2, 0)): {'bw': 4}, ((1, 6), (2, 0)): {'bw': 23}, ((1, 6), (0, 1)): {'bw': 23}, ((1, 6), (1, 3)): {'bw': 23}, ((4, 0), (9, 4)): {'bw': 27}, ((5, 0), (10, 4)): {'bw': 23}}",0.0,0.0,210.0,105.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,200.0,"{'node_level': {'cpu': -37}, 'link_level': {'bw': -50}, 'path_level': {}}","{'node_level': {3: {'cpu': -75}, 2: {'cpu': -68}, 6: {'cpu': -52}, 0: {'cpu': -40}, 1: {'cpu': -53}, 4: {'cpu': -46}, 5: {'cpu': -37}}, 'link_level': {(2, 3): {'bw': -49}, (6, 3): {'bw': -29}, (0, 6): {'bw': -24}, (1, 2): {'bw': -87}, (1, 6): {'bw': -1}, (4, 0): {'bw': -57}, (5, 0): {'bw': -50}}, 'path_level': {(2, 3): {}, (6, 3): {}, (0, 6): {}, (1, 2): {}, (1, 6): {}, (4, 0): {}, (5, 0): {}}}","{'node_level': {3: {'cpu': 0}, 2: {'cpu': 0}, 6: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}}, 'link_level': {(2, 3): {'bw': 0}, (6, 3): {'bw': 0}, (0, 6): {'bw': 0}, (1, 2): {'bw': 0}, (1, 6): {'bw': 0}, (4, 0): {'bw': 0}, (5, 0): {'bw': 0}}, 'path_level': {(2, 3): {}, (6, 3): {}, (0, 6): {}, (1, 2): {}, (1, 6): {}, (4, 0): {}, (5, 0): {}}}",[],-37.0,100.0,True,False,False,0,[],0,0.0,2.0,7.0,7.0
4,1,1,57.0,57.0,20260.107829513832,20260.107829513832,1.0,1.0,2,3,1,110.0,8852,4475,4377,0.0033407572383074013,0.00950441276306857,3,355.44048823708476,110.0,2,1,True,"{1: 1, 0: 0}","{(0, 1): [(0, 1)]}","{(1, 1): {'cpu': 13}, (0, 0): {'cpu': 2}}","{((0, 1), (0, 1)): {'bw': 42}}",57.0,57.0,30.0,15.0,42.0,15.0,42.0,15.0,42.0,0.0,1.0,20260.107829513832,20260.107829513832,355.44048823708476,Success,0.0,"{'node_level': {'cpu': -85}, 'link_level': {'bw': -53}, 'path_level': {}}","{'node_level': {1: {'cpu': -80}, 0: {'cpu': -85}}, 'link_level': {(0, 1): {'bw': -53}}, 'path_level': {(0, 1): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-53.0,0.0,True,True,False,0,[],0,0.0,0.0,2.0,1.0
4,1,1,57.0,57.0,20260.107829513832,20260.107829513832,1.0,1.0,2,4,0,115.89405144601457,8852,4475,4377,0.0033407572383074013,0.00950441276306857,1,57.894051446014565,58.0,10,24,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
5,2,2,120.0,120.0,27911.46689566891,27911.46689566891,1.0,1.0,4,5,1,135.0,8789,4457,4332,0.007349665924276216,0.019687712152070658,4,121.45014390722343,135.0,2,1,True,"{0: 13, 1: 6}","{(1, 0): [(6, 13)]}","{(0, 13): {'cpu': 17}, (1, 6): {'cpu': 1}}","{((1, 0), (6, 13)): {'bw': 45}}",63.0,63.0,36.0,18.0,45.0,18.0,45.0,18.0,45.0,0.0,1.0,7651.359066155076,7651.359066155076,121.45014390722343,Success,0.0,"{'node_level': {'cpu': -54}, 'link_level': {'bw': -30}, 'path_level': {}}","{'node_level': {0: {'cpu': -78}, 1: {'cpu': -54}}, 'link_level': {(1, 0): {'bw': -30}}, 'path_level': {(1, 0): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(1, 0): {'bw': 0}}, 'path_level': {(1, 0): {}}}",[],-30.0,0.0,True,True,False,0,[],0,0.0,0.0,2.0,1.0
5,2,2,120.0,120.0,27911.46689566891,27911.46689566891,1.0,1.0,4,6,0,158.931215088619,8789,4457,4332,0.007349665924276216,0.019687712152070658,2,78.93121508861901,80.0,7,7,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
6,3,3,207.0,207.0,135888.67459988734,135888.67459988734,1.0,1.0,7,7,1,161.0,8702,4424,4278,0.014699331848552322,0.031907671418873074,5,1241.1173299335453,161.0,3,2,True,"{2: 9, 0: 4, 1: 19}","{(0, 2): [(4, 9)], (1, 2): [(19, 9)]}","{(2, 9): {'cpu': 1}, (0, 4): {'cpu': 15}, (1, 19): {'cpu': 17}}","{((0, 2), (4, 9)): {'bw': 43}, ((1, 2), (19, 9)): {'bw': 11}}",87.0,87.0,66.0,33.0,54.0,33.0,54.0,33.0,54.0,0.0,1.0,107977.20770421844,107977.20770421844,1241.1173299335453,Success,0.0,"{'node_level': {'cpu': -51}, 'link_level': {'bw': -62}, 'path_level': {}}","{'node_level': {2: {'cpu': -65}, 0: {'cpu': -44}, 1: {'cpu': -51}}, 'link_level': {(0, 2): {'bw': -41}, (1, 2): {'bw': -62}}, 'path_level': {(0, 2): {}, (1, 2): {}}}","{'node_level': {2: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 2): {'bw': 0}}, 'path_level': {(0, 2): {}, (1, 2): {}}}",[],-51.0,0.0,True,True,False,0,[],0,0.0,0.0,3.0,2.0
7,3,3,207.0,207.0,135888.67459988734,135888.67459988734,1.0,1.0,7,8,1,186.0,8702,4424,4278,0.014699331848552322,0.031907671418873074,6,310.0901200761372,186.0,9,19,False,"{5: 7, 6: 3, 3: 15, 4: 16, 7: 31}","{(6, 5): [(3, 7)], (3, 5): [(15, 7)], (3, 6): [(15, 7), (7, 3)], (4, 5): [(16, 7)], (4, 6): [(16, 7), (7, 3)], (7, 3): [(31, 15)], (7, 5): [(31, 15), (15, 7)], (7, 6): [(31, 15), (15, 7), (7, 3)]}","{(5, 7): {'cpu': 20}, (6, 3): {'cpu': 7}, (3, 15): {'cpu': 19}, (4, 16): {'cpu': 19}, (7, 31): {'cpu': 3}}","{((6, 5), (3, 7)): {'bw': 20}, ((3, 5), (15, 7)): {'bw': 21}, ((3, 6), (15, 7)): {'bw': 10}, ((3, 6), (7, 3)): {'bw': 10}, ((4, 5), (16, 7)): {'bw': 14}, ((4, 6), (16, 7)): {'bw': 23}, ((4, 6), (7, 3)): {'bw': 23}, ((7, 3), (31, 15)): {'bw': 15}, ((7, 5), (31, 15)): {'bw': 11}, ((7, 5), (15, 7)): {'bw': 11}, ((7, 6), (31, 15)): {'bw': 12}, ((7, 6), (15, 7)): {'bw': 12}, ((7, 6), (7, 3)): {'bw': 12}}",0.0,0.0,174.0,87.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2200.0,"{'node_level': {'cpu': -90}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {5: {'cpu': -45}, 6: {'cpu': -51}, 3: {'cpu': -56}, 4: {'cpu': -81}, 7: {'cpu': -96}, 0: {'cpu': -90}}, 'link_level': {(6, 5): {'bw': -55}, (3, 5): {'bw': -51}, (3, 6): {'bw': -41}, (4, 5): {'bw': -45}, (4, 6): {'bw': -22}, (7, 3): {'bw': -82}, (7, 5): {'bw': -30}, (7, 6): {'bw': -10}, (0, 3): {'bw': 100.0}, (0, 5): {'bw': -6}, (0, 6): {'bw': 100.0}}, 'path_level': {(6, 5): {}, (3, 5): {}, (3, 6): {}, (4, 5): {}, (4, 6): {}, (7, 3): {}, (7, 5): {}, (7, 6): {}, (0, 3): {}, (0, 5): {}, (0, 6): {}}}","{'node_level': {5: {'cpu': 0}, 6: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 7: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(6, 5): {'bw': 0}, (3, 5): {'bw': 0}, (3, 6): {'bw': 0}, (4, 5): {'bw': 0}, (4, 6): {'bw': 0}, (7, 3): {'bw': 0}, (7, 5): {'bw': 0}, (7, 6): {'bw': 0}, (0, 3): {'bw': 100.0}, (0, 5): {'bw': 0}, (0, 6): {'bw': 100.0}}, 'path_level': {(6, 5): {}, (3, 5): {}, (3, 6): {}, (4, 5): {}, (4, 6): {}, (7, 3): {}, (7, 5): {}, (7, 6): {}, (0, 3): {}, (0, 5): {}, (0, 6): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,22.0,5.0,8.0
8,3,3,207.0,207.0,135888.67459988734,135888.67459988734,1.0,1.0,7,9,1,207.0,8702,4424,4278,0.014699331848552322,0.031907671418873074,7,70.93576580993681,207.0,8,16,False,"{0: 7, 5: 3, 7: 15}","{(5, 0): [(3, 7)], (7, 0): [(15, 7)]}","{(0, 7): {'cpu': 18}, (5, 3): {'cpu': 20}, (7, 15): {'cpu': 19}}","{((5, 0), (3, 7)): {'bw': 33}, ((7, 0), (15, 7)): {'bw': 16}}",0.0,0.0,196.0,98.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2400.0,"{'node_level': {'cpu': -79}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {0: {'cpu': -47}, 5: {'cpu': -38}, 7: {'cpu': -56}, 1: {'cpu': -79}}, 'link_level': {(5, 0): {'bw': -42}, (7, 0): {'bw': -56}, (1, 0): {'bw': 100.0}, (1, 5): {'bw': 100.0}}, 'path_level': {(5, 0): {}, (7, 0): {}, (1, 0): {}, (1, 5): {}}}","{'node_level': {0: {'cpu': 0}, 5: {'cpu': 0}, 7: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(5, 0): {'bw': 0}, (7, 0): {'bw': 0}, (1, 0): {'bw': 100.0}, (1, 5): {'bw': 100.0}}, 'path_level': {(5, 0): {}, (7, 0): {}, (1, 0): {}, (1, 5): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,24.0,3.0,2.0
