v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_attempt_times,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,22.0,9202,4586,4616,0.0,0.0,0,27.93502765653346,22.0,7,8,False,"{4: 9, 0: 4, 1: 19}","{(0, 4): [(4, 9)], (1, 4): [(19, 9)]}","{(4, 9): {'cpu': 19}, (0, 4): {'cpu': 17}, (1, 19): {'cpu': 3}}","{((0, 4), (4, 9)): {'bw': 10}, ((1, 4), (19, 9)): {'bw': 29}}",0.0,0.0,108.0,54.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2400.0,"{'node_level': {'cpu': -88}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {4: {'cpu': -81}, 0: {'cpu': -36}, 1: {'cpu': -70}, 3: {'cpu': -88}}, 'link_level': {(0, 4): {'bw': -75}, (1, 4): {'bw': -63}, (3, 0): {'bw': -20}, (3, 1): {'bw': 100.0}, (3, 4): {'bw': 100.0}}, 'path_level': {(0, 4): {}, (1, 4): {}, (3, 0): {}, (3, 1): {}, (3, 4): {}}}","{'node_level': {4: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(0, 4): {'bw': 0}, (1, 4): {'bw': 0}, (3, 0): {'bw': 0}, (3, 1): {'bw': 100.0}, (3, 4): {'bw': 100.0}}, 'path_level': {(0, 4): {}, (1, 4): {}, (3, 0): {}, (3, 1): {}, (3, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,24.0,3.0,2.0
2,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,1,1,49.0,9164,4582,4582,0.0008722197993894509,0.007365684575389997,1,111.56960372207224,49.0,2,1,True,"{1: 9, 0: 4}","{(0, 1): [(4, 9)]}","{(1, 9): {'cpu': 4}, (0, 4): {'cpu': 0}}","{((0, 1), (4, 9)): {'bw': 34}}",38.0,38.0,8.0,4.0,34.0,4.0,34.0,4.0,34.0,0.0,1.0,4239.644941438745,4239.644941438745,111.56960372207224,Success,0.0,"{'node_level': {'cpu': -53}, 'link_level': {'bw': -51}, 'path_level': {}}","{'node_level': {1: {'cpu': -96}, 0: {'cpu': -53}}, 'link_level': {(0, 1): {'bw': -51}}, 'path_level': {(0, 1): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-51.0,0.0,True,True,False,0,[],0,0.0,0.0,2.0,1.0
2,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,2,0,49.935027656533464,9164,4582,4582,0.0008722197993894509,0.007365684575389997,0,27.93502765653346,22.0,7,8,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
3,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,3,1,68.0,9164,4582,4582,0.0008722197993894509,0.007365684575389997,2,9.347735385023263,68.0,5,6,False,"{4: 9, 3: 4}","{(3, 4): [(4, 9)]}","{(4, 9): {'cpu': 19}, (3, 4): {'cpu': 2}}","{((3, 4), (4, 9)): {'bw': 49}}",0.0,0.0,74.0,37.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2500.0,"{'node_level': {'cpu': -88}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {4: {'cpu': -77}, 3: {'cpu': -51}, 1: {'cpu': -88}}, 'link_level': {(3, 4): {'bw': -2}, (1, 3): {'bw': -23}, (1, 4): {'bw': 100.0}}, 'path_level': {(3, 4): {}, (1, 3): {}, (1, 4): {}}}","{'node_level': {4: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(3, 4): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 100.0}}, 'path_level': {(3, 4): {}, (1, 3): {}, (1, 4): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,25.0,2.0,1.0
3,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,4,0,77.34773538502327,9164,4582,4582,0.0008722197993894509,0.007365684575389997,2,9.347735385023263,68.0,5,6,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
4,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,5,1,105.0,9164,4582,4582,0.0008722197993894509,0.007365684575389997,3,789.206363214473,105.0,5,5,False,"{2: 9, 0: 4, 4: 19, 3: 20, 1: 35}","{(0, 2): [(4, 9)], (4, 0): [(19, 9), (9, 4)], (4, 2): [(19, 9)], (3, 2): [(20, 9)], (1, 4): [(35, 19)]}","{(2, 9): {'cpu': 17}, (0, 4): {'cpu': 19}, (4, 19): {'cpu': 1}, (3, 20): {'cpu': 0}, (1, 35): {'cpu': 12}}","{((0, 2), (4, 9)): {'bw': 36}, ((4, 0), (19, 9)): {'bw': 10}, ((4, 0), (9, 4)): {'bw': 10}, ((4, 2), (19, 9)): {'bw': 28}, ((3, 2), (20, 9)): {'bw': 32}, ((1, 4), (35, 19)): {'bw': 42}}",0.0,0.0,98.0,49.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,200.0,"{'node_level': {'cpu': -73}, 'link_level': {'bw': -57}, 'path_level': {}}","{'node_level': {2: {'cpu': -79}, 0: {'cpu': -34}, 4: {'cpu': -72}, 3: {'cpu': -96}, 1: {'cpu': -73}}, 'link_level': {(0, 2): {'bw': -15}, (4, 0): {'bw': -5}, (4, 2): {'bw': -54}, (3, 2): {'bw': -38}, (1, 4): {'bw': -57}}, 'path_level': {(0, 2): {}, (4, 0): {}, (4, 2): {}, (3, 2): {}, (1, 4): {}}}","{'node_level': {2: {'cpu': 0}, 0: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (4, 0): {'bw': 0}, (4, 2): {'bw': 0}, (3, 2): {'bw': 0}, (1, 4): {'bw': 0}}, 'path_level': {(0, 2): {}, (4, 0): {}, (4, 2): {}, (3, 2): {}, (1, 4): {}}}",[],-57.0,100.0,True,False,False,0,[],0,0.0,2.0,5.0,5.0
5,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,6,1,131.0,9164,4582,4582,0.0008722197993894509,0.007365684575389997,4,126.75285601976255,131.0,9,10,False,"{2: 9, 4: 4, 3: 19, 8: 20, 7: 1, 0: 10, 1: 35, 6: 51}","{(4, 2): [(4, 9)], (3, 2): [(19, 9)], (8, 2): [(20, 9)], (7, 2): [(1, 4), (4, 9)], (7, 4): [(1, 4)], (0, 2): [(10, 4), (4, 9)], (1, 4): [(35, 19), (19, 9), (9, 4)], (1, 8): [(35, 19), (19, 9), (9, 20)], (6, 1): [(51, 19), (19, 35)]}","{(2, 9): {'cpu': 13}, (4, 4): {'cpu': 15}, (3, 19): {'cpu': 19}, (8, 20): {'cpu': 6}, (7, 1): {'cpu': 7}, (0, 10): {'cpu': 2}, (1, 35): {'cpu': 1}, (6, 51): {'cpu': 4}}","{((4, 2), (4, 9)): {'bw': 18}, ((3, 2), (19, 9)): {'bw': 42}, ((8, 2), (20, 9)): {'bw': 29}, ((7, 2), (1, 4)): {'bw': 2}, ((7, 2), (4, 9)): {'bw': 2}, ((7, 4), (1, 4)): {'bw': 17}, ((0, 2), (10, 4)): {'bw': 9}, ((0, 2), (4, 9)): {'bw': 9}, ((1, 4), (35, 19)): {'bw': 15}, ((1, 4), (19, 9)): {'bw': 15}, ((1, 4), (9, 4)): {'bw': 15}, ((1, 8), (35, 19)): {'bw': 29}, ((1, 8), (19, 9)): {'bw': 29}, ((1, 8), (9, 20)): {'bw': 29}, ((6, 1), (51, 19)): {'bw': 18}, ((6, 1), (19, 35)): {'bw': 18}}",0.0,0.0,168.0,84.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,1900.0,"{'node_level': {'cpu': -72}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {2: {'cpu': -83}, 4: {'cpu': -38}, 3: {'cpu': -54}, 8: {'cpu': -90}, 7: {'cpu': -90}, 0: {'cpu': -84}, 1: {'cpu': -84}, 6: {'cpu': -57}, 5: {'cpu': -72}}, 'link_level': {(4, 2): {'bw': -33}, (3, 2): {'bw': -50}, (8, 2): {'bw': -41}, (7, 2): {'bw': -31}, (7, 4): {'bw': -62}, (0, 2): {'bw': -22}, (1, 4): {'bw': -7}, (1, 8): {'bw': -6}, (6, 1): {'bw': -37}, (5, 6): {'bw': 100.0}}, 'path_level': {(4, 2): {}, (3, 2): {}, (8, 2): {}, (7, 2): {}, (7, 4): {}, (0, 2): {}, (1, 4): {}, (1, 8): {}, (6, 1): {}, (5, 6): {}}}","{'node_level': {2: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}, 8: {'cpu': 0}, 7: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 6: {'cpu': 0}, 5: {'cpu': 0}}, 'link_level': {(4, 2): {'bw': 0}, (3, 2): {'bw': 0}, (8, 2): {'bw': 0}, (7, 2): {'bw': 0}, (7, 4): {'bw': 0}, (0, 2): {'bw': 0}, (1, 4): {'bw': 0}, (1, 8): {'bw': 0}, (6, 1): {'bw': 0}, (5, 6): {'bw': 100.0}}, 'path_level': {(4, 2): {}, (3, 2): {}, (8, 2): {}, (7, 2): {}, (7, 4): {}, (0, 2): {}, (1, 4): {}, (1, 8): {}, (6, 1): {}, (5, 6): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,19.0,8.0,9.0
6,1,1,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,7,1,155.0,9164,4582,4582,0.0008722197993894509,0.007365684575389997,5,211.82855231649557,155.0,5,6,False,"{4: 9, 2: 4, 0: 19, 1: 20, 3: 35}","{(2, 4): [(4, 9)], (0, 2): [(19, 9), (9, 4)], (0, 4): [(19, 9)], (1, 2): [(20, 9), (9, 4)], (1, 4): [(20, 9)], (3, 4): [(35, 19), (19, 9)]}","{(4, 9): {'cpu': 13}, (2, 4): {'cpu': 12}, (0, 19): {'cpu': 19}, (1, 20): {'cpu': 16}, (3, 35): {'cpu': 3}}","{((2, 4), (4, 9)): {'bw': 44}, ((0, 2), (19, 9)): {'bw': 2}, ((0, 2), (9, 4)): {'bw': 2}, ((0, 4), (19, 9)): {'bw': 20}, ((1, 2), (20, 9)): {'bw': 3}, ((1, 2), (9, 4)): {'bw': 3}, ((1, 4), (20, 9)): {'bw': 17}, ((3, 4), (35, 19)): {'bw': 38}, ((3, 4), (19, 9)): {'bw': 38}}",0.0,0.0,126.0,63.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,200.0,"{'node_level': {'cpu': -82}, 'link_level': {'bw': -32}, 'path_level': {}}","{'node_level': {4: {'cpu': -83}, 2: {'cpu': -41}, 0: {'cpu': -54}, 1: {'cpu': -80}, 3: {'cpu': -82}}, 'link_level': {(2, 4): {'bw': -7}, (0, 2): {'bw': -5}, (0, 4): {'bw': -70}, (1, 2): {'bw': -2}, (1, 4): {'bw': -50}, (3, 4): {'bw': -32}}, 'path_level': {(2, 4): {}, (0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (3, 4): {}}}","{'node_level': {4: {'cpu': 0}, 2: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}}, 'link_level': {(2, 4): {'bw': 0}, (0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 2): {'bw': 0}, (1, 4): {'bw': 0}, (3, 4): {'bw': 0}}, 'path_level': {(2, 4): {}, (0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (3, 4): {}}}",[],-32.0,100.0,True,False,False,0,[],0,0.0,2.0,5.0,6.0
6,1,0,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,8,0,160.56960372207226,9202,4586,4616,0.0,0.0,1,111.56960372207224,49.0,2,1,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,,
7,1,0,38.0,38.0,4239.644941438745,4239.644941438745,1.0,1.0,2,9,1,181.0,9202,4586,4616,0.0,0.0,6,1316.109436881733,181.0,7,9,False,"{2: 9, 3: 4, 5: 19, 6: 1}","{(3, 2): [(4, 9)], (5, 2): [(19, 9)], (5, 3): [(19, 9), (9, 4)], (6, 2): [(1, 4), (4, 9)], (6, 3): [(1, 4)]}","{(2, 9): {'cpu': 5}, (3, 4): {'cpu': 10}, (5, 19): {'cpu': 15}, (6, 1): {'cpu': 4}}","{((3, 2), (4, 9)): {'bw': 30}, ((5, 2), (19, 9)): {'bw': 7}, ((5, 3), (19, 9)): {'bw': 24}, ((5, 3), (9, 4)): {'bw': 24}, ((6, 2), (1, 4)): {'bw': 24}, ((6, 2), (4, 9)): {'bw': 24}, ((6, 3), (1, 4)): {'bw': 47}}",0.0,0.0,124.0,62.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,2300.0,"{'node_level': {'cpu': -79}, 'link_level': {'bw': 100.0}, 'path_level': {}}","{'node_level': {2: {'cpu': -95}, 3: {'cpu': -43}, 5: {'cpu': -58}, 6: {'cpu': -93}, 1: {'cpu': -79}}, 'link_level': {(3, 2): {'bw': -55}, (5, 2): {'bw': -85}, (5, 3): {'bw': -31}, (6, 2): {'bw': -7}, (6, 3): {'bw': -10}, (1, 2): {'bw': 100.0}, (1, 6): {'bw': 100.0}}, 'path_level': {(3, 2): {}, (5, 2): {}, (5, 3): {}, (6, 2): {}, (6, 3): {}, (1, 2): {}, (1, 6): {}}}","{'node_level': {2: {'cpu': 0}, 3: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(3, 2): {'bw': 0}, (5, 2): {'bw': 0}, (5, 3): {'bw': 0}, (6, 2): {'bw': 0}, (6, 3): {'bw': 0}, (1, 2): {'bw': 100.0}, (1, 6): {'bw': 100.0}}, 'path_level': {(3, 2): {}, (5, 2): {}, (5, 3): {}, (6, 2): {}, (6, 3): {}, (1, 2): {}, (1, 6): {}}}",[],100.0,100.0,True,False,False,0,[],0,0.0,23.0,4.0,5.0
