acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,solver_name,seed,p_net_dataset_dir,v_nets_dataset_dir,run_id,start_run_time,clock_running_time
0.795,0.5804655750154627,0.6004435511266124,4136.794621601981,159,0,29,23,73148.0,43420.0,20051043.530904803,33393719.51498692,0.5935910756274949,4847.0,8.958118423767278,15.091396740251701,8233,1704,6485,21,42982.0,-inf,0.0,rw_rank_bfs,2,dataset/p_net/16-fat_tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[200-400]-max_bw_None-seed_2,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_2,Luisas-MacBook-Air.local-20251124T193513-5013,20251124T193550,61.72191786766052
