acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,solver_name,seed,p_net_dataset_dir,v_nets_dataset_dir,run_id,start_run_time,clock_running_time
0.5,0.19248249727251646,0.3219593318718068,2208.9681602174883,100,0,0,100,55856.0,18308.0,10326926.149016758,32075250.277661115,0.3277714122028072,4675.0,3.9161497326203207,11.947807486631016,8122,1849,6273,16,10000.0,-inf,0.0,d_round,3,dataset/p_net/16-fat_tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[200-400]-max_bw_None-seed_3,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_3,Luisas-MacBook-Air.local-20251124T193553-8542,20251124T193643,1160.8723373413086
